Countries,Region,Start_Year,End_Year,ΔTotal,Δtotal_CE/energy_consumption,Δenergy_consumption/GDP,ΔGDP/Population,Δbuilt_surface/Population,Δcement_CS/built_surface
Azerbaijan,Asia,1990,1995,103.15213461910173,21.89329612556142,266.67079221328476,-446.2699775504551,-14.381538410397672,275.23956224110844
Azerbaijan,Asia,1995,2000,-177.67433205958832,-10.735541413265182,-273.1491073610772,206.7747423113707,-16.862737535589893,-83.70168806102691
Azerbaijan,Asia,2000,2005,-132.15139200954837,-8.11028313186157,-87.08322640332163,109.71306743347644,-7.051897703631993,-139.61905220420968
Azerbaijan,Asia,2005,2010,-26.888876033074688,-2.3968724706361377,-91.8035484729487,72.79993414622376,-0.9764657389046086,-4.511923496808962
Azerbaijan,Asia,2010,2015,11.31623300498574,1.0797534802220066,14.38056200898801,-2.9456191520582755,-1.0648376495292255,-0.13362568263679186
Azerbaijan,Asia,2015,2020,8.517453084132981,-1.4615985150861857,16.455325257612294,-15.424373982880217,-1.4689471246113999,10.417047449098495
Bangladesh,Asia,1975,1980,-187.44879165000134,-14.152862833807555,107.6866452771111,-36.12048577957824,-40.92277409263454,-203.9393142210922
Bangladesh,Asia,1980,1985,63.49455490760697,-6.11399594424948,9.05480558048969,10.356548140812285,-33.379970370564095,83.57716750111867
Bangladesh,Asia,1985,1990,-131.51681746219896,-9.785977631074227,11.15756964559996,23.589810016828125,-21.542228669844217,-134.93599082370864
Bangladesh,Asia,1990,1995,-9.03501747701624,-0.6674661431910461,7.83369342083763,3.7369633510862283,-1.1208519807703674,-18.81735612497868
