,Countries,Year,total_CE,cement_CS,energy_consumption,Population,GDP,cement_production,built_surface,total_CE/energy_consumption,energy_consumption/GDP,GDP/Population,built_surface/Population,cement_CS/built_surface,CFP
155,Colombia,2000,55.1,1.100483611,1.13,0.39215135,0.099875074951,7.5,1426362368.0,48.76106194690266,11.314134187677881,0.25468502135973775,3637275169.395694,7.715315796946208e-10,50.06889648263921
156,Colombia,2005,53.1,1.401371204,1.2,0.4222094,0.145601,9.959,1499893504.0,44.25,8.241701636664583,0.34485494638442443,3552487235.007084,9.343138031218514e-10,37.89145934241703
157,Colombia,2010,77.5,1.722909891,1.53,0.44816108,0.286499,9.488,1577721600.0,50.65359477124183,5.340332776030632,0.6392768421568423,3520434215.304908,1.092024024390615e-09,44.982039051977324
158,Colombia,2015,88.0,2.833873269,1.74,0.47119728,0.293492,13.153,1654918656.0,50.57471264367816,5.9286113420468025,0.6228643764666892,3512156640.6325607,1.712394297282005e-09,31.052905915956114
159,Colombia,2020,89.6,2.400922331,1.85,0.50930662,0.270348,11.849,1725225344.0,48.43243243243243,6.843031944012902,0.5308157981531831,3387400195.1908655,1.3916572344302402e-09,37.31899147386455
164,Croatia,1995,15.1,0.178781326,0.32,0.0462003,0.022778296981,1.7,397652288.0,47.1875,14.048460263158425,0.49303352967404973,8607136490.45569,4.4959209690250793e-10,84.46072270433882
165,Croatia,2000,17.5,0.24919794,0.35,0.04468302,0.022128414549,2.852,430995040.0,50.0,15.816768039344995,0.49523095236176967,9645611241.138134,5.781921295428365e-10,70.22529961523759
166,Croatia,2005,20.6,0.384170265,0.39,0.04310145,0.04502567959,3.52,460745536.0,52.820512820512825,8.6617237885426,1.0446441961929356,10689792013.957767,8.338013827224579e-10,53.62205739686803
167,Croatia,2010,18.8,0.319369505,0.39,0.04295427,0.058836405999,2.664,491768704.0,48.205128205128204,6.628548997480039,1.3697452197185518,11448657001.969769,6.494303163301746e-10,58.86598346326147
168,Croatia,2015,16.2,0.20404539,0.33,0.04203604,0.051011170112,2.449,521956544.0,49.090909090909086,6.469171345716101,1.2135103618704333,12416881894.678947,3.909240957806633e-10,79.39409951873944
169,Croatia,2020,14.9,0.326303961,0.33,0.0404768,0.058221300898,2.976,546755072.0,45.15151515151515,5.668028623718644,1.4383869500059292,13507863072.179619,5.968009767269246e-10,45.66294553807148
170,Cyprus,1975,2.1,0.100647463,0.03,0.00644982,0.0004899147607,0.6212949999999999,71378800.0,70.0,61.235142123775574,0.07595789660796735,11066789460.791153,1.4100470027515174e-09,20.864907444313822
171,Cyprus,1980,2.7,0.214280149,0.04,0.00679327,0.002154311277,1.23352,74987176.0,67.5,18.56741893664608,0.31712434173822035,11038450701.94472,2.8575572575236065e-09,12.600327247299049
172,Cyprus,1985,3.6,0.147036869,0.05,0.00731664,0.0024304119,0.659389,78629736.0,72.0,20.572644497008927,0.3321759578167027,10746700124.647379,1.8699906228859777e-09,24.483655184469416
173,Cyprus,1990,5.0,0.11667666,0.07,0.007885,0.005591130218,1.13375,82299152.0,71.42857142857142,12.519830029113447,0.7090843649968294,10437432086.239697,1.417714000260902e-09,42.85347215115688
174,Cyprus,1995,6.7,0.088054429,0.09,0.00862418,0.009933133247,1.021,95855520.0,74.44444444444444,9.060585191201552,1.1517771251295776,11114740183.994305,9.186161527265202e-10,76.08930153871079
175,Cyprus,2000,8.0,0.156616019,0.11,0.00948237,0.009985844486,1.2,110340584.0,72.72727272727273,11.015593138288736,1.053095849033522,11636393011.451778,1.419387258272985e-09,51.080343192735604
176,Cyprus,2005,9.3,0.273674875,0.13,0.01037062,0.018433411267,1.805,121548064.0,71.53846153846155,7.052411413004688,1.7774647289168823,11720424044.078367,2.2515774089170188e-09,33.98192837395103
177,Cyprus,2010,8.8,0.260970637,0.12,0.01129686,0.025799940416,1.328763,133452272.0,73.33333333333334,4.651173532384641,2.283815185458614,11813218186.292473,1.955535361735917e-09,33.720268690611356
178,Cyprus,2015,7.5,0.127040539,0.11,0.0118728,0.019909269064,0.788,144344464.0,68.18181818181819,5.525064714651043,1.6768806906542686,12157575635.065023,8.801206189660312e-10,59.03627345283854
179,Cyprus,2020,7.0,0.355108263,0.1,0.01237537,0.025227189745,1.496,149237120.0,70.0,3.963977003019922,2.0384998383886703,12059204694.485903,2.3794901898401683e-09,19.712298274512413
180,Czechia,1975,188.1,1.426089021,2.12,0.1005862,1e-22,9.297657,843223040.0,88.72641509433961,2.12e+22,9.941721627817734e-22,8383088733.8422165,1.6912358336413577e-09,131.89919929970486
181,Czechia,1980,195.2,1.509492911,2.24,0.10304193,1e-22,10.542968,901769408.0,87.14285714285712,2.24e+22,9.704787167709301e-22,8751480178.991213,1.6739233972771894e-09,129.31494979375893
182,Czechia,1985,193.9,1.419129806,2.27,0.10337118,1e-22,10.2491,961314048.0,85.41850220264317,2.27e+22,9.67387621965813e-22,9299633108.570494,1.4762395379038504e-09,136.63302622508658
183,Czechia,1990,155.3,1.362834155,1.97,0.10333355,0.040728950705,10.793299999999999,1021742912.0,78.83248730964468,48.36854291358302,0.3941503094106416,9887813899.745049,1.3338327469601278e-09,113.95370407340576
184,Czechia,1995,130.2,1.049486595,1.75,0.10327253,0.060147174077,4.825,1095249920.0,74.39999999999999,29.09529877097238,0.5824121291208805,10605433216.364506,9.582165456811903e-10,124.06066034602374
185,Czechia,2000,124.1,1.03908043,1.71,0.10255063,0.061828166496,4.093,1171132032.0,72.57309941520468,27.657297586378032,0.6029038192744404,11420037419.56534,8.872444793654146e-10,119.43252554568849
186,Czechia,2005,123.4,1.218248177,1.87,0.10211216,0.137143,3.978,1243702656.0,65.98930481283422,13.635402463122436,1.3430623737662586,12179770323.14271,9.79533308160757e-10,101.29298966313988
187,Czechia,2010,116.5,1.269602374,1.85,0.1047441,0.20907,3.345,1319226880.0,62.97297297297297,8.848710958052328,1.9960074123506717,12594760755.021046,9.623836454878785e-10,91.76101304297026
188,Czechia,2015,102.8,1.428782988,1.69,0.10546059,0.188033,3.781,1396465408.0,60.828402366863905,8.9877840591811,1.7829693537652311,13241585392.230404,1.0231424135641747e-09,71.94934490639386
189,Czechia,2020,88.4,1.690927597,1.59,0.10697858,0.245975,4.513,1474665600.0,55.59748427672956,6.464071551986991,2.2992920638879295,13784681008.104612,1.1466515506973243e-09,52.27899772694999
190,Denmark,1975,56.4,0.488717704,0.76,0.05059862,0.040474406216,2.236662,501393952.0,74.21052631578947,18.777298323886548,0.7999112666709093,9909241635.443813,9.747179878228766e-10,115.40404519497416
191,Denmark,1980,66.2,0.450959756,0.84,0.05123027,0.0711275287,1.9954,540008768.0,78.80952380952381,11.80977344992446,1.3883887143284623,10540814405.233469,8.35097099756721e-10,146.7980215955235
192,Denmark,1985,62.7,0.397556097,0.78,0.05113691,0.062658568287,1.7387190000000001,579198144.0,80.38461538461539,12.448417212907009,1.2253100214111492,11326420466.15644,6.863904885026704e-10,157.71359180035415
193,Denmark,1990,55.8,0.414709139,0.73,0.05140939,0.138247,1.9954,618911616.0,76.43835616438356,5.280403914732326,2.6891390852916173,12038882702.167833,6.700619737600789e-10,134.55213486385213
194,Denmark,1995,65.4,0.476530118,0.88,0.05233373,0.185007,2.0,662464320.0,74.31818181818183,4.756576778175961,3.5351388100943693,12658457939.076767,7.193294847939886e-10,137.2421123652881
195,Denmark,2000,57.5,0.520914261,0.85,0.05339616,0.164159,2.65,707907648.0,67.64705882352942,5.177906785494551,3.0743596543272025,13257650887.254814,7.358505907821469e-10,110.38284858935738
196,Denmark,2005,51.8,0.514242967,0.82,0.05419432,0.264467,2.2,756471872.0,63.170731707317074,3.100575875250976,4.879976351765277,13958508419.332506,6.797912599716597e-10,100.73059492129134
197,Denmark,2010,50.1,0.497060559,0.82,0.05547683,0.321995,2.0,807458496.0,61.09756097560976,2.546623394773211,5.80413480726999,14554878063.508677,6.155865118298291e-10,100.79254749319188
198,Denmark,2015,35.6,0.557504273,0.7,0.05683483,0.302673,1.9,855349568.0,50.85714285714286,2.3127269363306273,5.325484390469717,15049742701.790434,6.517852979145949e-10,63.856012813017486
199,Denmark,2020,26.0,0.725523872,0.62,0.05831404,0.354763,2.49,885584832.0,41.935483870967744,1.7476456112954282,6.083663556838113,15186477081.677073,8.192595963522555e-10,35.8361743884838
200,Ecuador,1975,4.8,0.104195835,0.08,0.07105786,0.007731674472,0.499757,483599264.0,60.0,10.347047109874753,0.10880815256749922,6805711064.194728,2.154590437920931e-10,46.06710047479345
201,Ecuador,1980,9.2,0.256921197,0.14,0.08135845,0.017881508242,1.39678,547800320.0,65.71428571428571,7.829317197705319,0.2197867368662997,6733170555.732072,4.690051970031708e-10,35.80864524774886
202,Ecuador,1985,12.8,0.274855503,0.22,0.09254311,0.017149088413,1.39678,615635648.0,58.18181818181819,12.828670230262928,0.18530918631327603,6652420131.54734,4.4645806962757295e-10,46.56992441588481
203,Ecuador,1990,16.6,0.424347497,0.29,0.10449837,0.015239272612,2.2675,686823744.0,57.24137931034484,19.029779660982154,0.14583263463343973,6572578538.784863,6.178404586432003e-10,39.118882796190974
204,Ecuador,1995,19.9,0.475798752,0.34,0.11561683,0.024432884442,2.3,742000768.0,58.52941176470588,13.915671758163018,0.21132636521862777,6417757414.729326,6.412375465358009e-10,41.8244056260156
205,Ecuador,2000,20.3,0.524428488,0.37,0.12626507,0.017539454727,2.8,800288512.0,54.86486486486487,21.095296618909536,0.13890979292214387,6338162343.710734,6.55299282866627e-10,38.70880485043368
206,Ecuador,2005,25.2,0.572469309,0.43,0.13770012,0.040278849,3.1,857886144.0,58.604651162790695,10.675578142761726,0.2925113572885775,6230104548.928497,6.673021973880954e-10,44.01982709609328
207,Ecuador,2010,32.2,0.937439993,0.56,0.14989585,0.068151329,5.0,918800448.0,57.5,8.217007771044349,0.4546578774529115,6129592300.25381,1.0202868261988484e-09,34.34886525051423
208,Ecuador,2015,37.6,1.173127239,0.68,0.16195902,0.097209558,6.2,975442304.0,55.29411764705882,6.995196912632809,0.6002108311102401,6022772328.456914,1.2026618429294616e-09,32.05108427287997
209,Ecuador,2020,29.1,0.885099533,0.66,0.17588595,0.095865472,5.0,1010703680.0,44.09090909090909,6.884647686291057,0.545043376119582,5746358250.900654,8.757260416821674e-10,32.877658291567535
210,Egypt,1975,27.5,0.569666355,0.45,0.38775584,0.011632178869,3.578115,1125034752.0,61.11111111111111,38.685787509617775,0.029998719990909743,2901399891.2305226,5.063544517067505e-10,48.27387076423006
211,Egypt,1980,45.2,0.523025456,0.76,0.43748556,0.021669908176,2.9931,1292241664.0,59.47368421052632,35.07167606929319,0.049532853555212204,2953792724.0387087,4.047427587043038e-10,86.42026785021339
212,Egypt,1985,73.5,1.083670129,1.18,0.50035843,0.039053502251,7.8002,1509487872.0,62.28813559322034,30.214959785579406,0.0780510528242724,3016813111.3529954,7.179058203125463e-10,67.82506782559844
213,Egypt,1990,86.6,1.552196921,1.41,0.5721463,0.042978914311,10.864,1765320448.0,61.41843971631206,32.806784968952215,0.07511874901751527,3085435400.001713,8.792720453436905e-10,55.79189008067875
214,Egypt,1995,93.6,2.421314331,1.58,0.64166908,0.06015924506,16.0,1935556864.0,59.24050632911392,26.26362745117866,0.09375431501234249,3016440910.632627,1.250965226615011e-09,38.656691038268995
215,Egypt,2000,122.0,3.498846422,2.05,0.71371371,0.09983854396,24.143,2142723200.0,59.51219512195122,20.533152014129193,0.13988598307856523,3002216673.1251388,1.6328970638858066e-09,34.868635340176695
216,Egypt,2005,144.2,3.537642174,2.52,0.7907531,0.089600665557,29.0,2316249856.0,57.222222222222214,28.12479108647789,0.11331054605666421,2929169491.716188,1.5273145791401186e-09,40.76161265257462
217,Egypt,2010,184.2,6.459489571,3.22,0.87252413,0.218984,48.0,2531597824.0,57.20496894409937,14.704270631644322,0.25097758614423654,2901464540.585256,2.5515465014872758e-09,28.516185060034676
218,Egypt,2015,203.0,7.411857369,3.5,0.97723799,0.329367,53.94,2829008896.0,58.0,10.626444057844289,0.3370386777534099,2894902700.211235,2.619948413552108e-09,27.38854647271613
219,Egypt,2020,203.3,6.696293512,3.54,1.07465134,0.383818,44.9,3375628288.0,57.429378531073446,9.223121375235138,0.3571558380972195,3141138118.340782,1.9837176788109674e-09,30.360078995294796
220,Estonia,1975,1e-10,0.126688647,1e-10,0.01429352,1e-22,0.6976654376,140692320.0,1.0,1000000000000.0,6.996177288729438e-21,9843084138.826546,9.004659742621345e-10,7.893367114418706e-10
221,Estonia,1980,1e-10,0.133894542,1e-10,0.01477219,1e-22,0.7159161106,151318144.0,1.0,1000000000000.0,6.7694769699008755e-21,10243446909.361443,8.848545089212831e-10,7.468564327289756e-10
222,Estonia,1985,38.4,0.140074006,0.43,0.01528781,1e-22,0.747042898,162106672.0,89.30232558139535,4.2999999999999995e+21,6.541159263491632e-21,10603655592.265995,8.64085384468321e-10,274.14079954277884
223,Estonia,1990,41.0,0.147391168,0.46,0.01569174,1e-22,0.7854451859,173059120.0,89.13043478260869,4.6e+21,6.372779564280316e-21,11028676233.483349,8.516810209135467e-10,278.1713487744395
224,Estonia,1995,20.6,0.062362495,0.22,0.01436634,0.004502970889,0.417,180077088.0,93.63636363636364,48.856633858642745,0.3134389753409706,12534653084.919333,3.463099925294216e-10,330.32674526572424
225,Estonia,2000,17.9,0.046283847,0.2,0.01396985,0.005686579748,0.329,187278992.0,89.49999999999999,35.170525845582496,0.4070609024434765,13405941509.751356,2.471384884429536e-10,386.74399731724975
226,Estonia,2005,20.4,0.09909566,0.23,0.01354775,0.0141067902,0.65,193740496.0,88.69565217391303,16.304205048714767,1.0412644313631414,14300566219.482939,5.114865608685135e-10,205.86168960376264
227,Estonia,2010,23.4,0.05888791,0.26,0.01331475,0.019523477326,0.375,200532000.0,89.99999999999999,13.31729976471713,1.4663044612929268,15060891116.99431,2.936584186065067e-10,397.36509582357394
228,Estonia,2015,21.4,0.082072,0.25,0.01315407,0.02289076209,0.39,207706112.0,85.6,10.92143629893451,1.7402037612693257,15790254423.155722,3.9513521874599435e-10,260.7466614679793
229,Estonia,2020,15.8,0.136085078,0.21,0.01329522,0.031330419851,0.254,216161056.0,75.23809523809524,6.702750904670601,2.356517594368502,16258554277.401953,6.295540950725185e-10,116.10383909983136
230,Finland,1975,47.0,0.34966871,0.76,0.0471144,0.029472623242,2.062518,341913472.0,61.8421052631579,25.786642531261386,0.6255544640704328,7257090655.93534,1.0226818731494733e-09,134.4129418957733
231,Finland,1980,57.5,0.329578587,0.95,0.04779535,0.053645202423,1.799488,366805600.0,60.526315789473685,17.708946132948025,1.1223937563591437,7674503900.484043,8.985102381206829e-10,174.465217911745
232,Finland,1985,53.4,0.323251619,1.03,0.04902206,0.055875863392,1.59632,392175680.0,51.84466019417476,18.433719632643204,1.1398105953115802,7999983680.816351,8.242520775383114e-10,165.1963883899372
233,Finland,1990,57.5,0.356006221,1.16,0.04986431,0.141438,1.5419,417932544.0,49.56896551724138,8.201473437124392,2.8364575785767414,8381396313.315074,8.518269900512941e-10,161.51403152025256
234,Finland,1995,58.6,0.270173126,1.2,0.0510779,0.13419,0.9,452923520.0,48.833333333333336,8.94254415381176,2.627163606961132,8867308953.578749,5.965093753576763e-10,216.89796045813975
235,Finland,2000,58.8,0.365424836,1.29,0.05176209,0.12602,1.35,489772960.0,45.581395348837205,10.236470401523569,2.434600303040314,9462001244.540165,7.461106795279184e-10,160.9086033769199
236,Finland,2005,58.2,0.387170926,1.29,0.05246096,0.204885,1.321,519507648.0,45.116279069767444,6.296214949849916,3.9054756146284784,9902747643.19982,7.45265113017162e-10,150.32120464541285
237,Finland,2010,63.9,0.435854553,1.34,0.05363352,0.249424,1.05,550913152.0,47.6865671641791,5.372377958817115,4.650524522723849,10271806735.78762,7.911492971581844e-10,146.6085407624502
238,Finland,2015,44.9,0.438814178,1.18,0.05479531,0.234534,1.3,581783040.0,38.05084745762712,5.031253464316475,4.280183833251423,10617387509.98945,7.542574255860054e-10,102.32121533684811
239,Finland,2020,36.8,0.475393362,1.13,0.05529543,0.271886,1.47,607861632.0,32.56637168141593,4.156153682057921,4.916970534454656,10992981372.963371,7.820749607700195e-10,77.40957897514774
240,France,1975,457.1,4.580192099,7.25,0.53715733,0.360832,29.242587,5698203648.0,63.04827586206897,20.09245299751685,0.671743602567985,10608072029.84645,8.037957893287284e-10,99.79930756611701
241,France,1980,485.0,4.759834366,8.31,0.55052582,0.701288,29.098374,6159415808.0,58.363417569193736,11.849625260948427,1.2738512427991115,11188241467.039637,7.727736711357934e-10,101.89430192453887
242,France,1985,381.8,4.35083434,8.66,0.56569195,0.553138,23.0378,6630341632.0,44.08775981524249,15.65612921187841,0.9778077980427333,11720763627.624538,6.562006275817794e-10,87.75328366099089
243,France,1990,367.2,4.590915717,9.57,0.58044701,1.26918,24.0355,7109865472.0,38.36990595611285,7.540301612064483,2.1865561853785755,12248948395.82342,6.457106305428558e-10,79.98404297431802
244,France,1995,356.2,4.170441033,10.37,0.59543659,1.60109,21.0,7743857152.0,34.349083895853425,6.4768376543479755,2.6889345177796344,13005343107.987368,5.385482907471897e-10,85.41063095760116
245,France,2000,381.5,4.613104828,11.19,0.60921384,1.36564,20.0,8409014784.0,34.09294012511171,8.193960340939046,2.241643098587517,13803059339.558012,5.485904052371803e-10,82.69918292002014
246,France,2005,389.8,5.035391738,11.35,0.63188395,2.19695,21.277,9040940032.0,34.34361233480176,5.1662532146839935,3.4768251353749378,14307912128.484985,5.569544450220285e-10,77.41205059744252
247,France,2010,360.4,5.194847407,10.79,0.65030575,2.64519,18.3,9700489216.0,33.40129749768304,4.079102068282429,4.067609735881929,14916812923.767012,5.355242700988329e-10,69.37643625765887
248,France,2015,307.5,5.445904652,10.09,0.66548272,2.43919,15.6,10329379840.0,30.47571853320119,4.13661912356151,3.665294269398911,15521634941.926065,5.272247449852711e-10,56.46444799342403
249,France,2020,251.5,6.213354856,8.84,0.67571107,2.64742,16.7,10777126912.0,28.45022624434389,3.339099953917399,3.917976362293428,15949312347.361721,5.765316588302973e-10,40.477327599780665
250,Germany,1975,1025.3,7.450559762,13.55,0.78673554,0.490637,44.162737,5863092736.0,75.66789667896678,27.617158917896532,0.623636501790678,7452431519.745504,1.270755912873898e-09,137.61382134391098
251,Germany,1980,1077.8,8.040023633,15.26,0.78288576,0.950291,48.231539,6281255424.0,70.62909567496723,16.05823900257921,1.2138309936816325,8023208167.689754,1.2800026571567106e-09,134.0543323251199
252,Germany,1985,1045.8,7.39283011,15.45,0.77684873,0.732535,40.815,6707966976.0,67.68932038834951,21.091142402752084,0.9429570670727621,8634843203.00041,1.1020969746050223e-09,141.46138683552135
253,Germany,1990,1007.6,7.354455151,15.09,0.79433029,1.77167,37.684,7141707264.0,66.77269715043074,8.517387549600095,2.230394613303743,8990853494.961145,1.0297894997842354e-09,137.00539051665774
254,Germany,1995,889.4,8.553351236,14.31,0.81678051,2.58579,40.0,7752724992.0,62.152341020265546,5.534092095645819,3.1658321523857125,9491809485.023094,1.1032703010652593e-09,103.98263504679022
255,Germany,2000,854.4,8.453778973,14.36,0.82211508,1.94798,38.0,8395003904.0,59.49860724233984,7.3717389295577975,2.369473626490345,10211470520.64779,1.0070011961485802e-09,101.06722718074545
256,Germany,2005,826.3,7.808193811,14.27,0.82469422,2.84686,30.629,8916706304.0,57.90469516468115,5.012540131934833,3.4520188585776674,10812136289.739,8.756813945410846e-10,105.82472976476684
257,Germany,2010,783.2,8.495202453,13.85,0.8177693,3.39967,29.894,9458214912.0,56.54873646209387,4.073924822115088,4.157248260603571,11565871832.06804,8.981824299870592e-10,92.19321191379265
258,Germany,2015,755.6,9.0022118,13.61,0.81686611,3.35759,31.16,9984227328.0,55.518001469507716,4.053502661134921,4.110330883968243,12222599524.908678,9.016433124227837e-10,83.93492808067458
259,Germany,2020,605.5,10.71350308,12.41,0.83160871,3.88773,35.485,10405714944.0,48.79129734085415,3.1920941011850106,4.674951035565753,12512753677.147032,1.029578759139224e-09,56.51746170030503
260,Greece,1975,56.2,1.251845219,0.71,0.09046541,0.028525876727,7.870038999999999,746310144.0,79.1549295774648,24.889681982253627,0.31532357756406565,8249674035.634172,1.6773793429772811e-09,44.89372899062852
261,Greece,1980,52.9,2.051460682,0.72,0.09642505,0.056829664269,13.09708,786018560.0,73.47222222222223,12.66943961857527,0.5893661892734305,8151601269.587105,2.609939238584901e-09,25.786504447371122
262,Greece,1985,60.2,2.294695425,0.8,0.099343,0.047820851221,13.514299999999999,826403264.0,75.25,16.72910413708171,0.4813711204714977,8318686409.711806,2.7767259943929746e-09,26.234418452287628
263,Greece,1990,81.5,1.795186736,1.03,0.10196792,0.097891092003,12.5166,867420160.0,79.12621359223301,10.521897130010913,0.9600185235022937,8506794686.014974,2.069569994776234e-09,45.399176790709085
264,Greece,1995,88.7,1.463403735,1.14,0.10562153,0.136878,12.0,943662336.0,77.80701754385966,8.328584578968131,1.2959289644829042,8934374800.289297,1.5507705237056319e-09,60.612118090569176
265,Greece,2000,102.6,1.918363576,1.34,0.10805808,0.130458,14.5,1024943488.0,76.56716417910447,10.271505005442366,1.2072951879211622,9485116596.556223,1.8716774129111788e-09,53.48308385521598
266,Greece,2005,107.8,2.218743541,1.44,0.10987314,0.247875,15.0,1091642112.0,74.86111111111111,5.809379727685325,2.2560108867371955,9935477515.25077,2.0324825477234794e-09,48.58605693175965
267,Greece,2010,95.3,1.917439482,1.36,0.11121341,0.297125,15.0,1161213824.0,70.0735294117647,4.57719814892722,2.671665224544414,10441311205.186497,1.651237216066763e-09,49.70169900778125
268,Greece,2015,73.8,1.05077179,1.12,0.10820883,0.195684,5.29,1224897280.0,65.89285714285714,5.723513419594858,1.8083921617117567,11319753480.376785,8.578448227103582e-10,70.2340895543075
269,Greece,2020,56.3,1.146365782,1.0,0.10698599,0.18848,5.45,1259764864.0,56.3,5.305602716468591,1.7617259979554332,11775045162.455383,9.099839301439669e-10,49.11172409715209
270,Hong Kong,1975,14.7,0.088961039,0.2,0.044616,0.010048089558,0.575038,33827392.0,73.49999999999999,19.904281191519214,0.22521269405594405,758189707.7281692,2.629852132851389e-09,165.24087584004047
271,Hong Kong,1980,20.5,0.190565415,0.28,0.050631,0.028861857811,1.401315,37423636.0,73.21428571428571,9.701385192649822,0.5700432108984614,739144713.7129426,5.092113844843938e-09,107.57460896039295
272,Hong Kong,1985,29.6,0.265118857,0.36,0.054562,0.035699772166,1.834861,42031984.0,82.22222222222223,10.084097969198226,0.6542973528463033,770352699.6810968,6.3075503882947805e-09,111.64803716696773
273,Hong Kong,1990,41.3,0.308405903,0.5,0.057045,0.076928784621,1.8076510000000001,47885224.0,82.6,6.499517735309575,1.3485631452537472,839428942.0632834,6.440523343902494e-09,133.91442770146978
274,Hong Kong,1995,52.2,0.609778024,0.65,0.061561,0.144652,1.913,55054240.0,80.3076923076923,4.493543124187705,2.349734409772421,894303861.2108315,1.1075950262868038e-08,85.60492170180275
275,Hong Kong,2000,53.4,0.637752304,0.71,0.06665,0.171669,1.284,64231024.0,75.21126760563381,4.135866114441163,2.575678919729932,963706286.5716429,9.929038403622525e-09,83.73156735784994
276,Hong Kong,2005,75.8,0.87097023,0.97,0.068132,0.181569,1.005,67556360.0,78.14432989690721,5.342321651823824,2.6649591968531676,991551106.6752775,1.2892497908413064e-08,87.02938101569787
277,Hong Kong,2010,88.3,0.832123869,1.16,0.070242,0.228639,1.42,71171864.0,76.12068965517241,5.0735001465191845,3.255018365080721,1013238005.7515447,1.1691753204609057e-08,106.11400933146408
278,Hong Kong,2015,90.5,0.923241305,1.18,0.072913,0.309386,1.9,75009480.0,76.69491525423729,3.8140058050461234,4.243221373417635,1028753171.5880569,1.2308328293970309e-08,98.02421047442196
279,Hong Kong,2020,68.1,1.593617333,0.93,0.07481,0.344943,1.5,79077928.0,73.2258064516129,2.696097616127882,4.610920999866328,1057050233.9259458,2.015249227319158e-08,42.73296894418253
280,Hungary,1975,72.8,0.694228164,0.97,0.10540525,0.011383139029,3.758608,816542976.0,75.05154639175258,85.21375321243121,0.10799404231762649,7746701193.726118,8.502040730309338e-10,104.8646594522201
281,Hungary,1980,83.1,0.869348857,1.16,0.10711122,0.023041569235,4.654724,873125440.0,71.63793103448276,50.3437933488474,0.21511816628547412,8151577771.217619,9.9567463868651e-10,95.58878387068495
282,Hungary,1985,79.5,0.759693655,1.2,0.10648713,0.02144047572,3.676978,930562944.0,66.25,55.96890739138879,0.20134335219664576,8738736258.550682,8.163807294265093e-10,104.6474450283516
283,Hungary,1990,70.9,0.799284344,1.16,0.10373988,0.034365891769,3.9908,988781056.0,61.12068965517242,33.75439833766765,0.33126982380353626,9531349525.370571,8.083532134337332e-10,88.70435225239443
284,Hungary,1995,57.9,0.666284556,1.03,0.10328965,0.046425677734,3.0,1069671424.0,56.213592233009706,22.18599814312837,0.44947076240455847,10356036873.007122,6.228871231396007e-10,86.89980801536093
285,Hungary,2000,55.5,0.736461213,1.01,0.10210971,0.047218405892,3.0,1153601152.0,54.95049504950495,21.389963954101205,0.46242816566612516,11297663581.651539,6.38401939633292e-10,75.36038425420783
286,Hungary,2005,57.3,0.81750406,1.11,0.10087065,0.113211,3.5,1217707520.0,51.621621621621614,9.804700956620824,1.122338361059436,12071970588.074924,6.71346810767827e-10,70.09139502010547
287,Hungary,2010,48.7,0.705408346,1.0,0.10000023,0.132175,3.2,1284487168.0,48.7,7.565727255532439,1.321746959981992,12844842136.863087,5.491750821445341e-10,69.03802638025493
288,Hungary,2015,43.8,0.718837184,0.9,0.09843028,0.125174,1.75,1348733568.0,48.666666666666664,7.189991531787752,1.2717021631961223,13702425391.861124,5.329719679669157e-10,60.93173944657821
289,Hungary,2020,44.7,0.756628579,0.97,0.09750149,0.157289,2.3,1396784896.0,46.08247422680413,6.1669919701949905,1.6131958598786544,14325780006.028625,5.416929844865676e-10,59.077863618471646
290,Iceland,1975,1.8,0.033078245,0.05,0.00217979,0.001406875081,0.158725,20636998.0,36.0,35.53975806043863,0.645417715009244,9467424843.677603,1.6028612785638686e-09,54.41642989221466
291,Iceland,1980,1.9,0.028860886,0.06,0.00228138,0.003381419251,0.12698,21930080.0,31.666666666666668,17.744028630065902,1.4821815089989392,9612637964.740639,1.3160410723535891e-09,65.83304476515377
292,Iceland,1985,1.9,0.026721786,0.07,0.00241405,0.002984052357,0.114282,23272004.0,27.14285714285714,23.458033447634982,1.2361187038379486,9640232803.794453,1.148237427253794e-09,71.10303181082281
293,Iceland,1990,2.2,0.027097977,0.08,0.00254826,0.006468736356,0.119724,24657044.0,27.5,12.367175843516476,2.538491502436957,9676031488.1527,1.0989953621366779e-09,81.18687236320262
294,Iceland,1995,2.4,0.021965179,0.09,0.00267468,0.007123633418,0.082,26359784.0,26.666666666666668,12.63400216139533,2.663359137541687,9855303812.044806,8.332837249349236e-10,109.26384893107404
295,Iceland,2000,2.8,0.033936372,0.12,0.00281205,0.009025660362,0.144,28186744.0,23.333333333333332,13.295426061590593,3.2096372262228625,10023557191.372843,1.2039834043974713e-09,82.5073463951892
296,Iceland,2005,2.9,0.048010144,0.13,0.00296734,0.016852963067,0.095,29798644.0,22.307692307692307,7.713777065978068,5.679485015872802,10042207498.972143,1.6111519705393305e-09,60.40390130885673
297,Iceland,2010,2.5,0.048400341,0.2,0.00318041,0.013751161918,0.138,31535620.0,12.5,14.544225512914945,4.3237072949714035,9915583210.969656,1.534783238763024e-09,51.652528646440736
300,India,1975,253.4,3.442607892,3.5,6.23524219,0.098473832017,16.23407092,9563292672.0,72.4,35.542437298426435,0.015793104584603153,1533748390.29308,3.5998144259241174e-10,73.60698864045943
302,India,1980,310.3,3.980874692,4.39,6.96828385,0.186329,17.70008146,11775381504.0,70.68337129840548,23.560476361704296,0.026739582372207756,1689853880.4500623,3.3806757688892964e-10,77.94769341109419
