Countries,Years,grad(cement_CS/built_surface),grad(cement_CS),CS_tapio_elasticity
Mexico,1980 - 1985,0.1171467198566073,0.2552832748236181,0.45888912987953095
Mexico,1985 - 1990,-0.066672626,0.05386747,-1.237715916
Mexico,1990 - 1995,-0.036026116,0.097076993,-0.371108693
Mexico,1995 - 2000,0.058601748,0.21581932270572335,0.2715315160674043
Mexico,2000 - 2005,0.18768890246287276,0.2901195809257513,0.6469363490184654
Mexico,2005 - 2010,-0.086560458,0.005102578,-16.96406274
Mexico,2010 - 2015,0.073090517,0.19117104294454842,0.38233048170237155
Mexico,2015 - 2020,0.091081336,0.23098834189499037,0.394311399
Morocco,1975 - 1980,0.510896656,0.6469697863167214,0.7896762214514013
Morocco,1980 - 1985,0.060525679238178955,0.16289067052701262,0.3715724113747927
Morocco,1985 - 1990,0.14417600204654596,0.2528830424386208,0.5701291816810533
Morocco,1990 - 1995,0.15981316130569184,0.28099124199347636,0.5687478377329716
Morocco,1995 - 2000,0.044751354930843486,0.15193612184334362,0.29454058974195185
Morocco,2000 - 2005,0.3624548050701279,0.48473626725100644,0.7477360980758663
Morocco,2005 - 2010,0.2519570559567655,0.367976874,0.6847089422424262
Morocco,2010 - 2015,-0.101138221,-0.021461881,4.712458290022768
Morocco,2015 - 2020,-0.171514692,-0.106102526,1.616499617967058
Netherlands,1975 - 1980,-0.24909425,-0.19100467,1.304126490798461
Netherlands,1980 - 1985,-0.233932851,-0.177816955,1.3155823687629002
Netherlands,1985 - 1990,-0.177080968,-0.120042302,1.4751547234227875
Netherlands,1990 - 1995,0.3405101234742568,0.5035903678579294,0.6761648856046427
Netherlands,1995 - 2000,-0.161874838,-0.064675605,2.5028731919929883
Netherlands,2000 - 2005,0.097340278,0.17232047531164651,0.5648793488306052
Netherlands,2005 - 2010,-0.034439535,0.03058557,-1.126005964
Netherlands,2010 - 2015,-0.090143972,-0.036034373,2.5016106906208027
Netherlands,2015 - 2020,-0.098078769,-0.066652554,1.4714930427264314
New Zealand,1975 - 1980,-0.231386904,-0.164729481,1.4046478019999178
New Zealand,1980 - 1985,0.2755039801857114,0.3914435177673428,0.7038154106040378
New Zealand,1985 - 1990,-0.377023846,-0.288305202,1.3077247430653556
New Zealand,1990 - 1995,-0.009645193,-0.005030717,1.9172601335303738
New Zealand,1995 - 2000,0.3565564392966065,0.36773245150051886,0.9696083058258551
New Zealand,2000 - 2005,0.4612099009298817,0.5237365264791516,0.88061435
New Zealand,2005 - 2010,-0.151024763,-0.110340799,1.3687118867984263
New Zealand,2010 - 2015,0.13097918668575192,0.19352530075735833,0.6768065269665872
New Zealand,2015 - 2020,0.4495450351907346,0.6457753128131329,0.6961322711957227
Norway,1975 - 1980,-0.127639432,-0.055438264,2.302370657083649
Norway,1980 - 1985,-0.1586393,-0.092954506,1.7066337702749097
Norway,1985 - 1990,-0.069341593,-0.000822702,84.28519218446037
Norway,1990 - 1995,0.089158579,0.19581874299111354,0.4553117738956909
Norway,1995 - 2000,0.030523181180162288,0.12827816949321277,0.23794525055003435
Norway,2000 - 2005,-0.045458388,0.027225946,-1.669671539
Norway,2005 - 2010,0.064165819,0.14311920709407794,0.44833827920822084
Norway,2010 - 2015,0.023290413407764842,0.094851654,0.24554567529988522
Norway,2015 - 2020,0.071932915,0.14032587970094884,0.5126133169664294
Oman,1985 - 1990,-0.755006231,-0.707892725,1.0665545847000475
Oman,1990 - 1995,0.47230485569844805,0.5169421730550012,0.9136512366697466
Oman,1995 - 2000,-0.155829511,-0.124367977,1.2529713357532586
Oman,2000 - 2005,0.46640172234331745,0.5362827911390717,0.8696936206971587
Oman,2005 - 2010,0.84727317,0.9666193912774834,0.8765323533361868
Oman,2010 - 2015,0.7062817555016967,0.8642851626228285,0.8171860238331038
Oman,2015 - 2020,-0.34615444,-0.238372708,1.4521563422611643
Pakistan,1975 - 1980,-0.051382959,0.11569000568116261,-0.444143457
Pakistan,1980 - 1985,-0.778122702,-0.732930701,1.0616593090404076
Pakistan,1985 - 1990,4.956335447543548,6.1478350946454325,0.8061919962460212
Pakistan,1990 - 1995,0.12355983499566774,0.2627491407538741,0.47025780804136047
Pakistan,1995 - 2000,0.027112513710982555,0.16935410780127835,0.1600936290414439
Pakistan,2000 - 2005,0.3867263009974879,0.5263049325041917,0.7347951294270034
Pakistan,2005 - 2010,0.14614477671264195,0.28774583720957003,0.5078953639430144
Pakistan,2010 - 2015,0.1805914623128278,0.3556503146857475,0.50777816
Pakistan,2015 - 2020,0.001918027,0.20889849571549327,0.009181624
Peru,1975 - 1980,0.37440883573120715,0.5326331370930809,0.7029394336495758
Peru,1980 - 1985,-0.277752603,-0.199120898,1.3948942882443227
Peru,1985 - 1990,-0.159460479,-0.073050498,2.182880115635844
Peru,1990 - 1995,0.409220514,0.4879124041248462,0.8387171762193595
Peru,1995 - 2000,0.10799861846705272,0.1713315162672269,0.630348816
Peru,2000 - 2005,-0.123542536,-0.088452475,1.3967108944545807
Peru,2005 - 2010,0.8747748504848615,0.9517726596672162,0.9191006293359206
Peru,2010 - 2015,0.3119774760516735,0.36497374051663795,0.854794308
Peru,2015 - 2020,-0.020557141,0.018118964524009473,-1.134564911
Philippines,1975 - 1980,0.4290584942133536,0.6669427868628032,0.6433212903187381
Philippines,1980 - 1985,-0.449330178,-0.342443904,1.312127834
Philippines,1985 - 1990,-0.010633864,0.1864841326037644,-0.057022889
Philippines,1990 - 1995,0.9068038046434606,1.121105109319564,0.8088481598249337
Philippines,1995 - 2000,0.21374547774308278,0.3593674238225189,0.5947825639550608
Philippines,2000 - 2005,-0.101456222,-0.040885755,2.4814564705154982
Philippines,2005 - 2010,0.26088880389580643,0.3600841541442447,0.7245217566316401
Philippines,2010 - 2015,0.584230866,0.7117921763855757,0.8207885461611057
Philippines,2015 - 2020,0.2647659287885063,0.3548718322416905,0.7460888826143398
Poland,1975 - 1980,-0.069413605,0.009121568,-7.609832703
Poland,1980 - 1985,-0.237674392,-0.177079166,1.3421928607774132
Poland,1985 - 1990,-0.046597937,0.024842427247764462,-1.875740105
Poland,1990 - 1995,-0.182675602,-0.113794122,1.6053166770920944
Poland,1995 - 2000,0.174569951,0.26988147926631023,0.646839313
Poland,2000 - 2005,-0.191768623,-0.12118587,1.582433856435371
Poland,2005 - 2010,0.130016744,0.22462033351987862,0.5788289152019876
Poland,2010 - 2015,-0.025552186,0.049336597,-0.517915451
Poland,2015 - 2020,0.19988503662215723,0.27698684746954977,0.7216408954007514
Portugal,1975 - 1980,0.5506862027009047,0.6393895766155525,0.8612686581721011
Portugal,1980 - 1985,0.062839491,0.12134186846736222,0.5178714622887657
Portugal,1985 - 1990,-0.010456064,0.041902119078891596,-0.24953545
Portugal,1990 - 1995,-0.005161458,0.14853859321054388,-0.034748259
Portugal,1995 - 2000,0.29814889609444567,0.48487869398219086,0.6148937864145385
Portugal,2000 - 2005,-0.368398879,-0.309987217,1.1884324857759576
Portugal,2005 - 2010,-0.267282645,-0.202564623,1.3194932123713021
Portugal,2010 - 2015,-0.001050136,0.074738855,-0.014050742
Portugal,2015 - 2020,-0.112410755,-0.074122012,1.5165637298228565
Qatar,1975 - 1980,2.1208846744086514,2.339587477711671,0.9065207839473775
Qatar,1980 - 1985,0.16054744317114988,0.2553622443540778,0.6287046997775424
Qatar,1985 - 1990,0.064767196,0.15389525867807505,0.42085244495923835
Qatar,1990 - 1995,-0.00964289,0.11314018154063574,-0.08522958
Qatar,1995 - 2000,0.8506023437679675,1.1070828506400916,0.7683276308328392
Qatar,2000 - 2005,2.110104407776689,2.4451132778088702,0.8629884050474784
Qatar,2005 - 2010,0.4143264173294138,0.6114399188830276,0.6776240878847118
Qatar,2010 - 2015,-0.00332632,0.17739355671697551,-0.018751073
Qatar,2015 - 2020,-0.509620678,-0.370452382,1.375671213971481
Romania,1975 - 1980,0.17061777630038627,0.2599424466254185,0.6563675094827794
Romania,1980 - 1985,-0.217967166,-0.161624811,1.348599659473376
Romania,1985 - 1990,-0.1442483,-0.085888124,1.6794906415188506
Romania,1990 - 1995,-0.434899476,-0.379292538,1.1466069913753736
Romania,1995 - 2000,-0.043422286,0.045814541,-0.947783934
Romania,2000 - 2005,0.047419521143072955,0.13602670892361535,0.34860448744445466
Romania,2005 - 2010,0.11003985971629485,0.20027301368826111,0.549449263
Romania,2010 - 2015,0.06127216,0.1410426781995925,0.4344228331305033
Romania,2015 - 2020,0.1313571638270149,0.2032175781994386,0.6463868184577046
Russia,1975 - 1980,-0.007307198,0.056878775,-0.128469681
Russia,1980 - 1985,-0.015570534,0.046151725,-0.33737708
Russia,1985 - 1990,-0.007719024,0.052237827,-0.147766934
Russia,1990 - 1995,-0.425766274,-0.363309874,1.1719094493879123
Russia,1995 - 2000,-0.213607185,-0.131466328,1.6248052965024509
Russia,2000 - 2005,0.17328202153987704,0.2567248507508277,0.6749717490655446
Russia,2005 - 2010,0.014303767931844034,0.085016618,0.16824673010835894
Russia,2010 - 2015,0.19337450180541682,0.2708118548360434,0.7140547887849695
Russia,2015 - 2020,-0.014578202,0.037030816,-0.393677579
Saudi Arabia,1975 - 1980,1.5366404904164535,1.875110690963408,0.8194932159588654
Saudi Arabia,1980 - 1985,1.3769666118219368,1.7445791985178898,0.7892829474246518
Saudi Arabia,1985 - 1990,0.017709175777103375,0.17472863224424887,0.10135245465865121
Saudi Arabia,1990 - 1995,0.5105811782745282,0.6656565644303547,0.767033941
Saudi Arabia,1995 - 2000,-0.301685298,-0.222594256,1.3553148370522685
Saudi Arabia,2000 - 2005,0.7992312135158507,0.9254420484174651,0.8636210283318778
Saudi Arabia,2005 - 2010,0.4697424131356901,0.5946164977021514,0.7899922302037913
Saudi Arabia,2010 - 2015,0.4287588870372586,0.5930305197068609,0.7229963261405115
Saudi Arabia,2015 - 2020,-0.122314013,0.054870460488599546,-2.229141369
Singapore,1975 - 1980,0.2544419564101684,0.310398449,0.8197268939363843
Singapore,1980 - 1985,0.5359627347747834,0.6120404723561407,0.8756981915125894
Singapore,1985 - 1990,0.8370510795405786,0.932440863,0.8976988386278668
Singapore,1990 - 1995,0.8957779819249899,0.9979149261369638,0.897649648
Singapore,1995 - 2000,-0.106564415,-0.052035947,2.0478999867906977
Slovakia,1995 - 2000,0.65135321,0.7624398908049287,0.8543010642027683
Slovakia,2000 - 2005,0.017183204866397607,0.078154503,0.21986199417763194
Slovakia,2005 - 2010,-0.220778874,-0.174915481,1.262203162496371
Slovakia,2010 - 2015,0.9206430754676922,1.0341294166394275,0.8902590533199145
Slovakia,2015 - 2020,0.067990443,0.13691253093939976,0.49659766413350415
Slovenia,1995 - 2000,0.3766476672319466,0.4554250007008921,0.8270245740841886
Slovenia,2000 - 2005,0.013422176,0.071954545,0.18653687275148048
Slovenia,2005 - 2010,-0.094021805,-0.042810485,2.1962331257970282
Slovenia,2010 - 2015,-0.5374484,-0.51353698,1.0465622162014627
Slovenia,2015 - 2020,0.6672678379716818,0.7336586141908255,0.9095072627309527
South Africa,1975 - 1980,-0.087272183,0.039814968,-2.19194408
South Africa,1980 - 1985,-0.081202133,0.080038763,-1.014535077
South Africa,1985 - 1990,-0.059613173,0.10985241643613193,-0.542666013
South Africa,1990 - 1995,-0.00622934,0.10177511518954074,-0.061206906
South Africa,1995 - 2000,-0.120225115,-0.007254248,16.573064022370243
South Africa,2000 - 2005,0.26012566437628953,0.35077159732039037,0.7415813206184252
South Africa,2005 - 2010,-0.036985273,0.049666947,-0.744665721
South Africa,2010 - 2015,-0.020791993,0.080541224,-0.258153433
South Africa,2015 - 2020,-0.06837026,0.045691093,-1.496358608
Spain,1975 - 1980,0.14638670614775426,0.23199900129300863,0.6309798978956452
Spain,1980 - 1985,-0.093304627,-0.029123365,3.2037721887891055
Spain,1985 - 1990,-0.073701972,-0.011483286,6.418195460797465
Spain,1990 - 1995,-0.138875657,-0.04884693,2.843078509473864
Spain,1995 - 2000,0.29104273655786816,0.4211942883552652,0.6909940248581482
Spain,2000 - 2005,0.017515571,0.093635289,0.18706164127117655
Spain,2005 - 2010,-0.272373897,-0.218784501,1.244941463713968
Spain,2010 - 2015,-0.173128568,-0.120233131,1.439940612536617
Spain,2015 - 2020,-0.002931276,0.032219879,-0.09097725
Sri Lanka,1975 - 1980,0.27328204148202284,0.4565533720609902,0.5985763290902066
Sri Lanka,1980 - 1985,-0.130673872,0.031044776,-4.209206401
Sri Lanka,1985 - 1990,0.3094350890619967,0.5748761864082641,0.5382638842553183
Sri Lanka,1990 - 1995,0.1284299004911456,0.25550201588483046,0.5026570927293051
Sri Lanka,1995 - 2000,1.3639245640382374,1.6895030286060606,0.807293353
Sri Lanka,2000 - 2005,0.10637736576147662,0.20657319435892132,0.5149620989867918
Sri Lanka,2005 - 2010,0.2998857297880603,0.4466026669308138,0.6714821741862047
Sri Lanka,2010 - 2015,0.575393832,0.8018646830302432,0.7175697401665294
Sri Lanka,2015 - 2020,-0.257396908,-0.091275037,2.820014277288083
Sweden,1975 - 1980,-0.176069257,-0.11726392,1.5014785228203555
Sweden,1980 - 1985,0.004216017,0.072294105,0.058317573
Sweden,1985 - 1990,-0.05164856,0.00947402,-5.451599453
Sweden,1990 - 1995,-0.1888357,-0.135230163,1.3964022239430902
Sweden,1995 - 2000,0.017562954,0.083105985,0.21133199519723617
Sweden,2000 - 2005,0.12884910165302527,0.1902878454332694,0.677127335
Sweden,2005 - 2010,0.064242546,0.1219993695833992,0.5265809678752011
Sweden,2010 - 2015,0.2197371595175068,0.28441703919618255,0.7725878876263055
Sweden,2015 - 2020,0.036194546,0.090322136,0.40072730570502885
Switzerland,1975 - 1980,-0.066878642,-0.006612041,10.114674146458794
Switzerland,1980 - 1985,0.013891780793833425,0.076517206,0.18155107214197133
Switzerland,1985 - 1990,0.21301526303358106,0.28470684513031985,0.7481915755698703
Switzerland,1990 - 1995,-0.186223871,-0.123150951,1.512159421916477
Switzerland,1995 - 2000,-0.142449943,-0.078791757,1.8079295171969996
Switzerland,2000 - 2005,-0.011992994,0.058706548,-0.204287159
Switzerland,2005 - 2010,0.088138863,0.16287836960726113,0.5411330151387446
Switzerland,2010 - 2015,-0.063965452,-0.005949756,10.750937588201745
Switzerland,2015 - 2020,0.037530978443617656,0.085295209,0.4400127380908176
Thailand,1975 - 1980,0.083186952,0.3777538762182652,0.2202146883714594
Thailand,1980 - 1985,0.1845144224053802,0.5376247672277245,0.34320298031810076
Thailand,1985 - 1990,0.9171832292061325,1.4487183828866765,0.6330997383898576
Thailand,1990 - 1995,-0.01386647,0.1390409290641423,-0.099729413
Thailand,1995 - 2000,-0.449954602,-0.360708612,1.2474185165473146
Thailand,2000 - 2005,0.1077201329454651,0.2243631833116233,0.48011501421715025
Thailand,2005 - 2010,-0.106995443,-0.006684105,16.007443816036506
Thailand,2010 - 2015,0.7047235387418832,0.8799342198723072,0.8008820691666589
Thailand,2015 - 2020,0.15983901363549236,0.23598991181610793,0.6773129088672436
Turkmenistan,1975 - 1980,-0.062262649,0.056878773,-1.094655285
Turkmenistan,1980 - 1985,-0.092088804,0.046151727,-1.995349014
Turkmenistan,1985 - 1990,-0.08824068,0.052237829262181415,-1.689210309
Turkmenistan,1990 - 1995,-0.507662044,-0.459352284,1.1051693040219406
Turkmenistan,1995 - 2000,-0.128037152,-0.039276148,3.2599213105114413
Turkmenistan,2000 - 2005,31.133863525148577,33.36074248022174,0.9332485193819235
Turkmenistan,2005 - 2010,-0.930201099,-0.925164137,1.0054443985360166
Turkmenistan,2010 - 2015,0.5965276171695182,0.7152672270370908,0.83399266
Turkmenistan,2015 - 2020,-0.247976803,-0.18640617,1.3303036172773546
USA,1975 - 1980,0.002769323,0.078245621,0.035392693
USA,1980 - 1985,-0.026571905,0.043401740673722315,-0.612231315
USA,1985 - 1990,0.1046943029901232,0.18038106082082977,0.5804062938409854
USA,1990 - 1995,0.16783550378796203,0.28427394436906117,0.5904005875757227
USA,1995 - 2000,-0.024458125,0.071287507,-0.343091314
USA,2000 - 2005,0.036080427137495666,0.10369516542551312,0.3479470522028643
USA,2005 - 2010,-0.072725745,-0.0122707,5.926780440646865
USA,2010 - 2015,0.13462796191724546,0.20011686557918093,0.6727467049196648
USA,2015 - 2020,0.093535126,0.13057708024910214,0.7163211607621882
Ukraine,1975 - 1980,-0.015635012,0.056878773898788745,-0.274883075
Ukraine,1980 - 1985,-0.022230642,0.046151725,-0.481686054
Ukraine,1985 - 1990,-0.013272504,0.052237827567446056,-0.254078413
Ukraine,1990 - 1995,-0.435901352,-0.386821738,1.126879152159851
Ukraine,1995 - 2000,-0.397287193,-0.346806783,1.1455577369241126
Ukraine,2000 - 2005,0.3451817058704439,0.42246931334971477,0.8170574642061796
Ukraine,2005 - 2010,0.070865438,0.13092403917337547,0.5412713972217129
Ukraine,2010 - 2015,-0.092135929,-0.044989509,2.047942548
Ukraine,2015 - 2020,0.098589719,0.14360927260878228,0.6865136036918285
United Arab Emirates,1980 - 1985,15.73823498,17.878125217026806,0.8803067878307166
United Arab Emirates,1985 - 1990,-0.229111472,-0.128780818,1.779080729530357
United Arab Emirates,1990 - 1995,0.48945830001228835,0.8014524890100019,0.6107140556976672
United Arab Emirates,1995 - 2000,-0.095278163,0.13683773937709307,-0.696285715
United Arab Emirates,2000 - 2005,0.9203950452205288,1.0900180881083645,0.8443851118267199
United Arab Emirates,2005 - 2010,0.20358953934457685,0.33844102032357043,0.6015510151515698
United Arab Emirates,2010 - 2015,-0.375312196,-0.292399983,1.2835575152246887
United Arab Emirates,2015 - 2020,0.096465272,0.27643045961027796,0.34896759275163286
United Kingdom,1975 - 1980,-0.094608748,-0.035922484,2.6336916934758636
United Kingdom,1980 - 1985,-0.0702171,-0.012476718,5.627850042189065
United Kingdom,1985 - 1990,0.065782259,0.1291522528043424,0.5093388407999375
United Kingdom,1990 - 1995,-0.00947404,0.043563361,-0.217477261
United Kingdom,1995 - 2000,0.021288492556055992,0.075563023,0.2817316167781021
United Kingdom,2000 - 2005,0.015480821349056305,0.062414121,0.24803395416227836
United Kingdom,2005 - 2010,-0.077163469,-0.034776074,2.2188665944444192
United Kingdom,2010 - 2015,0.087540344,0.1338568936953824,0.6539845793842787
United Kingdom,2015 - 2020,0.000244282,0.032823157552259605,0.007442376
Uzbekistan,1975 - 1980,-0.083501741,0.056878774,-1.46806506
Uzbekistan,1980 - 1985,-0.114225074,0.046151725,-2.474990342
Uzbekistan,1985 - 1990,-0.109653307,0.052237827830850965,-2.099116901
Uzbekistan,1990 - 1995,-0.413265975,-0.346387258,1.1930749915750614
Uzbekistan,1995 - 2000,-0.157535051,-0.059246563,2.6589736871233844
Uzbekistan,2000 - 2005,0.16468433567206503,0.25100344328867813,0.6561038905058453
Uzbekistan,2005 - 2010,0.1778263531132198,0.2712842823843098,0.6554981790699743
Uzbekistan,2010 - 2015,0.077459782,0.1652927876478421,0.4686216717292578
Uzbekistan,2015 - 2020,0.4997604866725596,0.6242964721409004,0.800517877
Venezuela,1975 - 1980,0.090455865,0.15651581148468502,0.5779343598891827
Venezuela,1980 - 1985,0.11363189244620141,0.18237076437371663,0.623081736
Venezuela,1985 - 1990,-0.000614124,0.06131979,-0.010015107
Venezuela,1990 - 1995,-0.347913111,-0.233944409,1.4871614656565315
Venezuela,1995 - 2000,0.069593834,0.24205626490898496,0.28751097915077234
Venezuela,2000 - 2005,0.070603311,0.1483057436460442,0.47606592692953864
Venezuela,2005 - 2010,0.5581671443404029,0.6707250261811789,0.8321847591081664
Venezuela,2010 - 2015,-0.202152812,-0.150869009,1.3399227157066624
Venezuela,2015 - 2020,-0.61308765,-0.598195958,1.024894336769777
Vietnam,1975 - 1980,-0.063007394,0.19900381583134172,-0.316614
Vietnam,1980 - 1985,0.06127817,0.40840563661700274,0.15004242062254897
Vietnam,1985 - 1990,0.5449804623689475,1.039495593177386,0.5242739516606576
Vietnam,1990 - 1995,1.0149710948046955,1.5999559629616764,0.6343743942338786
Vietnam,1995 - 2000,0.2690697641314642,0.645934709,0.41655876422523924
Vietnam,2000 - 2005,1.1796541116133488,1.5812996221001208,0.7460029049059359
Vietnam,2005 - 2010,0.3068022529393328,0.5495558992631194,0.5582730589385235
Vietnam,2010 - 2015,-0.016621377,0.1385895357488989,-0.11993241
Vietnam,2015 - 2020,-0.053383024,0.023209516780803043,-2.300048901
,,,,
,,,,
,,,,
,,,,
